seasonEpisode,speaker,lineCount,wordCount
S5E4,Cersei Lannister,20,314
S5E4,Daario Naharis,3,23
S5E4,Daenerys Targaryen,12,92
S5E4,Ellaria Sand,5,70
S5E4,Faith Militant,1,9
S5E4,Faith Militant #1,2,22
S5E4,Faith Militant #2,1,2
S5E4,Grand Maester Pycelle,1,7
S5E4,High Sparrow,9,86
S5E4,Hizdahr zo Loraq,4,117
S5E4,Jaime Lannister,30,219
S5E4,Jon Snow,12,93
S5E4,Jorah Mormont,6,31
S5E4,King's Landing Man #1,1,1
S5E4,King's Landing Man #2,1,3
S5E4,King's Landing Man #3,1,4
S5E4,King's Landing Man #4,1,1
S5E4,King's Landing Merchant,1,4
S5E4,King's Landing Wine Merchant,1,4
S5E4,King's Landing Woman,1,2
S5E4,Kingsguard,3,21
S5E4,Lancel Lannister,2,15
S5E4,Lead Dornish Guard,8,30
S5E4,Loras Tyrell,2,12
S5E4,Mace Tyrell,8,77
S5E4,Margaery Tyrell,11,116
S5E4,Melisandre,14,194
S5E4,Merchant Captain,1,6
S5E4,Missandei,1,1
S5E4,Nymeria Sand,1,5
S5E4,Obara Sand,4,116
S5E4,Olyvar,1,6
S5E4,Petyr Baelish,15,402
S5E4,Samwell Tarly,6,77
S5E4,Sansa Stark,15,114
S5E4,Selyse Baratheon,5,31
S5E4,Shireen Baratheon,5,41
S5E4,Stannis Baratheon,12,266
S5E4,Tommen Baratheon,17,117
S5E4,Tyene Sand,2,5
S5E4,Tyrion Lannister,7,224
S5E4,Vala,1,4
S5E5,Alliser Thorne,1,16
S5E5,Bowen Marsh,1,27
S5E5,Brienne of Tarth,7,88
S5E5,Daario Naharis,1,40
S5E5,Daenerys Targaryen,13,307
S5E5,Davos Seaworth,10,94
S5E5,Eddison Tollett,1,30
S5E5,Gilly,8,46
S5E5,Great Master #1,1,4
S5E5,Grey Worm,5,65
S5E5,Hizdahr zo Loraq,6,60
S5E5,Jon Snow,26,466
S5E5,Jorah Mormont,14,115
S5E5,Maester Aemon,6,100
S5E5,Missandei,8,120
S5E5,Myranda,12,124
S5E5,Old Woman,3,37
S5E5,Olly,3,55
S5E5,Othell Yarwyck,2,21
S5E5,Podrick Payne,1,17
S5E5,Ramsay Snow,28,464
S5E5,Roose Bolton,13,243
S5E5,Samwell Tarly,18,236
S5E5,Sansa Stark,13,57
S5E5,Selyse Baratheon,1,11
S5E5,Shireen Baratheon,5,42
S5E5,Stannis Baratheon,15,190
S5E5,Theon Greyjoy,9,37
S5E5,Tormund Giantsbane,13,156
S5E5,Tyrion Lannister,18,328
S5E5,Walda Frey,4,23
S5E5,Winter Town Man,6,27
S5E6,Areo Hotah,4,23
S5E6,Arya Stark,17,274
S5E6,Bronn,11,113
S5E6,Cersei Lannister,29,429
S5E6,Doran Martell,2,41
S5E6,Ellaria Sand,1,5
S5E6,Ghita,1,2
S5E6,High Sparrow,20,221
S5E6,Jaime Lannister,10,56
S5E6,Jaqen H'ghar,8,90
S5E6,Jorah Mormont,23,197
S5E6,Joss,2,35
S5E6,Lancel Lannister,4,53
S5E6,Loras Tyrell,9,58
S5E6,Malko,11,106
S5E6,Margaery Tyrell,10,60
S5E6,Myranda,6,176
S5E6,Myrcella Baratheon,10,73
S5E6,Nymeria Sand,3,10
S5E6,Obara Sand,3,21
S5E6,Olenna Tyrell,16,230
S5E6,Olyvar,6,77
S5E6,Petyr Baelish,23,363
S5E6,Ramsay Snow,6,131
S5E6,Roose Bolton,2,15
S5E6,Sansa Stark,16,100
S5E6,Slaver,3,12
S5E6,The Waif,10,124
S5E6,Theon Greyjoy,5,74
S5E6,Trystane Martell,7,69
S5E6,Tyene Sand,1,2
S5E6,Tyrell Rider,1,1
S5E6,Tyrion Lannister,26,477
S5E7,Alliser Thorne,2,37
S5E7,Areo Hotah,1,11
S5E7,Brant,8,63
S5E7,Bronn,14,144
S5E7,Cersei Lannister,23,481
S5E7,Daario Naharis,11,145
S5E7,Daenerys Targaryen,14,113
S5E7,Davos Seaworth,7,80
S5E7,Derek,12,111
S5E7,Gilly,13,87
S5E7,High Sparrow,23,508
S5E7,Hizdahr zo Loraq,2,52
S5E7,Jaime Lannister,5,49
S5E7,Jon Snow,4,20
S5E7,Jorah Mormont,1,15
S5E7,Maester Aemon,4,51
S5E7,Malko,3,115
S5E7,Margaery Tyrell,5,52
S5E7,Melisandre,7,132
S5E7,Myrcella Baratheon,6,86
S5E7,Night's Watch Men,1,6
S5E7,Nymeria Sand,1,16
S5E7,Obara Sand,2,17
S5E7,Olenna Tyrell,20,310
S5E7,Petyr Baelish,8,116
S5E7,Ramsay Snow,7,264
S5E7,Samwell Tarly,19,249
S5E7,Sansa Stark,14,143
S5E7,Slave Fight Man,1,1
S5E7,Slave Fighters,2,12
S5E7,Stannis Baratheon,14,143
S5E7,Theon Greyjoy,8,44
S5E7,Tommen Baratheon,6,83
S5E7,Tyene Sand,14,113
S5E7,Tyrell Guard,1,2
S5E7,Tyrion Lannister,7,88
S5E7,Yezzan Zo Qaggaz,9,148
S5E8,Arya Stark,10,173
S5E8,Bolton Bannerman,1,19
S5E8,Braavosi Captain,3,46
S5E8,Cersei Lannister,13,160
S5E8,Daenerys Targaryen,36,397
S5E8,Dim Dalba,1,17
S5E8,Eddison Tollett,5,16
S5E8,Gilly,6,27
S5E8,Jaqen H'ghar,11,211
S5E8,Jon Snow,30,411
S5E8,Jorah Mormont,4,61
S5E8,Karsi,15,158
S5E8,Loboda,10,110
S5E8,Night's Watch Man #1,1,1
S5E8,Night's Watch Man #10,1,1
S5E8,Night's Watch Man #2,1,2
S5E8,Night's Watch Man #3,1,7
S5E8,Night's Watch Man #4,2,16
S5E8,Night's Watch Man #5,1,4
S5E8,Night's Watch Man #6,1,13
S5E8,Night's Watch Man #7,1,1
S5E8,Night's Watch Man #8,1,5
S5E8,Night's Watch Man #9,1,4
S5E8,Night's Watch Ranger,1,3
S5E8,Olly,11,106
S5E8,Qyburn,9,163
S5E8,Ramsay Snow,3,71
S5E8,Rattleshirt,7,93
S5E8,Roose Bolton,3,102
S5E8,Samwell Tarly,17,153
S5E8,Sansa Stark,10,99
S5E8,Septa Unella,5,6
S5E8,The Waif,2,8
S5E8,Theon Greyjoy,11,146
S5E8,Thin Man,4,24
S5E8,Todder,2,7
S5E8,Tormund Giantsbane,22,209
S5E8,Tyrion Lannister,34,970
S5E8,Wildling Man #1,1,2
S5E8,Wildling Man #2,1,4
S5E8,Wildling Man #3,1,8
S5E8,Wildling Man #4,1,2
S5E8,Wildling Man #5,1,4
S5E8,Wildling Man #6,1,4
S5E8,Wildling Man #7,1,1
S5E8,Wildling Man #8,1,3
S5E8,Wildling Woman,1,2
S5E8,Wildlings,2,18
S5E8,Willa,1,5
S5E8,Wun Wun,2,4
S5E8,Yezzan Zo Qaggaz,2,17
S5E9,Alliser Thorne,2,20
S5E9,Areo Hotah,1,5
S5E9,Arya Stark,5,33
S5E9,Braavos Sailor,1,4
S5E9,Braavosi Madam,5,42
S5E9,Bronn,5,37
S5E9,Brusco,1,5
S5E9,Daario Naharis,6,145
S5E9,Daenerys Targaryen,10,70
S5E9,Davos Seaworth,18,291
S5E9,Doran Martell,12,298
S5E9,Dying Man,1,2
S5E9,Ellaria Sand,8,172
S5E9,Hizdahr zo Loraq,15,180
S5E9,Jaime Lannister,22,152
S5E9,Jaqen H'ghar,3,16
S5E9,Jon Snow,3,19
S5E9,Jorah Mormont,2,12
S5E9,Lannister Guard #1,3,24
S5E9,Lannister Guard #2,1,5
S5E9,Lhara,1,22
S5E9,Mace Tyrell,9,195
S5E9,Melisandre,4,71
S5E9,Meryn Trant,7,77
S5E9,Myrcella Baratheon,4,21
S5E9,Nymeria Sand,4,65
S5E9,Obara Sand,1,1
S5E9,Pit Announcer,4,46
S5E9,Quick Fighter,1,6
S5E9,Sailor,1,6
S5E9,Samwell Tarly,2,23
S5E9,Selyse Baratheon,4,32
S5E9,Shireen Baratheon,20,314
S5E9,Stannis Baratheon,21,275
S5E9,Stannis Baratheon Soldier #1,1,2
S5E9,Stannis Baratheon Soldier #2,1,2
S5E9,Stannis Baratheon Soldier #3,1,2
S5E9,Strong Fighter,1,6
S5E9,Thin Man,1,15
S5E9,Trystane Martell,3,21
S5E9,Tycho Nestoris,8,83
S5E9,Tyene Sand,5,34
S5E9,Tyrion Lannister,8,84
S5E9,Wildling Man #1,1,1
S5E9,Wildling Man #2,1,1
S5E9,Wildling Man #3,1,3
S5E9,Young Braavosi,1,8
S6E1,Akho,4,54
S6E1,Alliser Thorne,7,246
S6E1,Arya Stark,2,5
S6E1,Bolton Officer,4,27
S6E1,Bolton Soldier,1,2
S6E1,Braavos Man #1,3,18
S6E1,Braavos Man #2,2,8
S6E1,Braavos Woman,1,6
S6E1,Brienne of Tarth,1,36
S6E1,Cersei Lannister,8,218
S6E1,Daario Naharis,11,109
S6E1,Daenerys Targaryen,6,84
S6E1,Davos Seaworth,16,206
S6E1,Doran Martell,5,83
S6E1,Dothraki Bloodrider #1,3,16
S6E1,Dothraki Bloodrider #2,1,12
S6E1,Eddison Tollett,6,81
S6E1,Ellaria Sand,4,82
S6E1,Handmaid,1,16
S6E1,High Sparrow,4,89
S6E1,Jaime Lannister,7,77
S6E1,Jorah Mormont,10,51
S6E1,Khal Moro,8,119
S6E1,Lord Varys,10,113
S6E1,Loyal Night's Watchman #1,5,35
S6E1,Loyal Night's Watchman #2,3,18
S6E1,Maester Caleotte,1,2
S6E1,Maester Wolkan,1,19
S6E1,Margaery Tyrell,6,44
S6E1,Meereenese Crowd,1,9
S6E1,Melisandre,1,11
S6E1,Moro's Wife #1,5,28
S6E1,Moro's Wife #2,2,10
S6E1,Night's Watch Man #1,1,5
S6E1,Night's Watch Man #2,1,5
S6E1,Night's Watch Man #3,1,3
S6E1,Night's Watch Man #4,1,1
S6E1,Night's Watch Man #5,1,1
S6E1,Nymeria Sand,4,19
S6E1,Obara Sand,2,13
S6E1,Podrick Payne,1,6
S6E1,Qhono,4,54
S6E1,Ramsay Snow,5,101
S6E1,Roose Bolton,4,160
S6E1,Sansa Stark,5,66
S6E1,Septa Unella,4,50
S6E1,The Waif,2,33
S6E1,Theon Greyjoy,7,75
S6E1,Trystane Martell,3,16
S6E1,Tyrion Lannister,12,172
S6E1,Zanrush,2,55
S6E10,Arya Stark,1,29
S6E10,Benjen Stark,4,69
S6E10,Bran Stark,2,16
S6E10,Bronn,5,66
S6E10,Carriage Driver,1,2
S6E10,Cersei Lannister,7,232
S6E10,Citadel Maester,4,47
S6E10,Cley Cerwyn,2,75
S6E10,Daario Naharis,12,218
S6E10,Daenerys Targaryen,19,219
S6E10,Davos Seaworth,10,160
S6E10,Eddard Stark,5,29
S6E10,Ellaria Sand,4,54
S6E10,Frances,1,2
S6E10,Frey Men,1,3
S6E10,Grand Maester Pycelle,3,32
S6E10,Handmaid,3,24
S6E10,High Sparrow,9,157
S6E10,Jaime Lannister,10,100
S6E10,Jon Snow,13,191
S6E10,King's Landing Crowd,1,4
S6E10,Lancel Lannister,3,24
S6E10,Lannister Captain,1,2
S6E10,Lannister Men,1,3
S6E10,Lannister Soldier #1,1,1
S6E10,Lannister Soldier #2,1,1
S6E10,Loras Tyrell,5,139
S6E10,Lord Varys,1,3
S6E10,Lyanna Mormont,2,136
S6E10,Lyanna Stark,8,63
S6E10,Mace Tyrell,1,5
S6E10,Marei,1,4
S6E10,Margaery Tyrell,6,105
S6E10,Meera Reed,3,16
S6E10,Melisandre,9,140
S6E10,Nymeria Sand,1,10
S6E10,Obara Sand,2,20
S6E10,Olenna Tyrell,8,95
S6E10,Petyr Baelish,6,163
S6E10,Qyburn,5,114
S6E10,Robett Glover,4,108
S6E10,Samwell Tarly,4,43
S6E10,Sansa Stark,10,115
S6E10,Septa Unella,3,16
S6E10,Stark Bannermen,1,40
S6E10,Tommen Baratheon,1,14
S6E10,Tommen's Manservant,2,16
S6E10,Tormund Giantsbane,1,6
S6E10,Tyrion Lannister,7,212
S6E10,Walder Frey,12,256
S6E10,Wyman Manderly,2,102
S6E10,Yohn Royce,2,15
S6E10,Young Ned Stark,1,1
S6E2,Aeron Greyjoy,3,77
S6E2,Alliser Thorne,3,58
S6E2,Arya Stark,5,19
S6E2,Balon Greyjoy,13,167
S6E2,Bran Stark,13,110
S6E2,Brienne of Tarth,5,61
S6E2,Cersei Lannister,9,55
S6E2,Davos Seaworth,13,139
S6E2,Eddison Tollett,2,24
S6E2,Euron Greyjoy,7,80
S6E2,Grey Worm,2,29
S6E2,Harald Karstark,6,66
S6E2,High Sparrow,9,155
S6E2,Hodor,4,4
S6E2,Ironborn,1,6
S6E2,Jaime Lannister,15,165
S6E2,Jaqen H'ghar,5,54
S6E2,King's Landing Boaster,1,104
S6E2,Lannister Captain,4,41
S6E2,Leaf,2,17
S6E2,Lord Varys,5,44
S6E2,Maester Wolkan,4,28
S6E2,Meera Reed,3,29
S6E2,Melisandre,14,161
S6E2,Missandei,4,21
S6E2,Ramsay Snow,15,158
S6E2,Roose Bolton,6,78
S6E2,Sansa Stark,9,76
S6E2,The Waif,2,14
S6E2,Theon Greyjoy,6,108
S6E2,Three-Eyed Raven,3,23
S6E2,Tommen Baratheon,14,190
S6E2,Tormund Giantsbane,2,20
S6E2,Tyrion Lannister,11,276
S6E2,Walda Frey,6,62
S6E2,Wyllis,1,10
S6E2,Yara Greyjoy,10,153
S6E2,Young Benjen Stark,4,17
S6E2,Young Lyanna Stark,3,26
S6E2,Young Nan,2,34
S6E2,Young Ned Stark,5,46
S6E2,Young Rodrik Cassel,1,5
S6E3,Alliser Thorne,2,66
S6E3,Arthur Dayne,7,39
S6E3,Arya Stark,13,96
S6E3,Bowen Marsh,1,7
S6E3,Bran Stark,15,119
S6E3,Cersei Lannister,9,156
S6E3,Daenerys Targaryen,4,45
S6E3,Davos Seaworth,5,79
S6E3,Dothraki Matron,3,186
S6E3,Eddison Tollett,5,36
S6E3,Frances,2,9
S6E3,Gerold Hightower,1,13
S6E3,Gilly,11,165
S6E3,Grand Maester Pycelle,2,102
S6E3,Grey Worm,5,55
S6E3,Harald Karstark,1,5
S6E3,High Priestess,1,1
S6E3,High Sparrow,11,301
S6E3,Jaime Lannister,7,117
S6E3,Jaqen H'ghar,2,29
S6E3,Jon Snow,11,105
S6E3,Kevan Lannister,3,40
S6E3,Khal Moro,1,6
S6E3,Lord Varys,8,407
S6E3,Mace Tyrell,1,2
S6E3,Melisandre,2,38
S6E3,Missandei,7,70
S6E3,Olenna Tyrell,2,46
S6E3,Othell Yarwyck,1,18
S6E3,Qhono,1,6
S6E3,Qyburn,8,105
S6E3,Ramsay Snow,14,128
S6E3,Rickard Karstark,1,9
S6E3,Samwell Tarly,10,152
S6E3,Smalljon Umber,14,215
S6E3,The Waif,9,65
S6E3,Three-Eyed Raven,14,117
S6E3,Tommen Baratheon,10,111
S6E3,Tormund Giantsbane,2,31
S6E3,Tyrion Lannister,11,258
S6E3,Vala,4,69
S6E3,Young Ned Stark,4,32
S6E4,Akho,4,15
S6E4,Ash,6,102
S6E4,Belicho Paenymion,1,15
S6E4,Brienne of Tarth,4,51
S6E4,Cersei Lannister,14,323
S6E4,Daario Naharis,16,173
S6E4,Daenerys Targaryen,18,223
S6E4,Davos Seaworth,8,47
S6E4,Eddison Tollett,6,50
S6E4,Grand Maester Pycelle,5,75
S6E4,Grey Worm,10,132
S6E4,High Priestess,6,119
S6E4,High Sparrow,7,398
S6E4,Iggo,3,13
S6E4,Jaime Lannister,4,124
S6E4,Jon Snow,26,326
S6E4,Jorah Mormont,18,205
S6E4,Kesh,5,43
S6E4,Kevan Lannister,4,60
S6E4,Khal Brozho,2,10
S6E4,Khal Forzho,5,27
S6E4,Khal Moro,12,179
S6E4,Khal Qorro,1,22
S6E4,Khal Rhalko,1,8
S6E4,Loras Tyrell,4,29
S6E4,Margaery Tyrell,11,133
S6E4,Melisandre,4,22
S6E4,Missandei,8,89
S6E4,Night's Watch Man #1,2,5
S6E4,Night's Watch Man #2,2,9
S6E4,Olenna Tyrell,4,59
S6E4,Ornela,8,42
S6E4,Osha,9,82
S6E4,Petyr Baelish,12,209
S6E4,Ramsay Snow,10,120
S6E4,Razdal Mo Eraz,3,45
S6E4,Robin Arryn,6,26
S6E4,Sansa Stark,23,300
S6E4,Theon Greyjoy,12,69
S6E4,Tommen Baratheon,6,91
S6E4,Tormund Giantsbane,2,22
S6E4,Tyrion Lannister,26,519
S6E4,Yara Greyjoy,12,148
S6E4,Yezzan Zo Qaggaz,5,71
S6E4,Yohn Royce,6,90
S6E5,Aeron Greyjoy,3,129
S6E5,Arya Stark,9,69
S6E5,Bianca,6,25
S6E5,Bobono,6,127
S6E5,Bran Stark,9,46
S6E5,Brienne of Tarth,6,101
S6E5,Camello,10,104
S6E5,Clarenzo,3,41
S6E5,Daenerys Targaryen,5,108
S6E5,Davos Seaworth,7,195
S6E5,Eddison Tollett,2,17
S6E5,Euron Greyjoy,9,348
S6E5,Grey Worm,3,15
S6E5,Hodor,11,20
S6E5,Ironborn Crowd,10,25
S6E5,Ironborn Man #1,1,7
S6E5,Ironborn Man #2,2,22
S6E5,Izembaro,6,82
S6E5,Jaqen H'ghar,11,205
S6E5,Jon Snow,7,84
S6E5,Jorah Mormont,4,51
S6E5,Kinvara,7,292
S6E5,Lady Crane,13,128
S6E5,Leaf,6,31
S6E5,Lord Varys,9,186
S6E5,Meera Reed,19,184
S6E5,Missandei,1,7
S6E5,Night's Watch Man #1,1,4
S6E5,Night's Watch Man #2,1,7
S6E5,Petyr Baelish,14,190
S6E5,Rickard Stark,2,27
S6E5,Sansa Stark,31,506
S6E5,The Night King,1,3
S6E5,The Waif,1,19
S6E5,Theon Greyjoy,7,99
S6E5,Three-Eyed Raven,9,50
S6E5,Tyrion Lannister,13,190
S6E5,Wyllis,2,63
S6E5,Yara Greyjoy,10,145
S6E5,Young Nan,1,4
S6E5,Young Ned Stark,1,2
S6E5,Zanrush,1,17
S6E6,Arya Stark,9,78
S6E6,Benjen Stark,7,148
S6E6,Bianca,1,5
S6E6,Black Walder Rivers,5,32
S6E6,Bobono,4,83
S6E6,Bran Stark,5,43
S6E6,Camello,3,27
S6E6,Cersei Lannister,5,146
S6E6,Clarenzo,3,68
S6E6,Daario Naharis,8,60
S6E6,Daenerys Targaryen,12,123
S6E6,Dickon Tarly,5,46
S6E6,Gilly,23,215
S6E6,High Sparrow,9,215
S6E6,Izembaro,8,151
S6E6,Jaime Lannister,12,235
S6E6,Jaqen H'ghar,3,12
S6E6,King's Landing Woman,1,9
S6E6,Lady Crane,14,224
S6E6,Lothar Frey,3,30
S6E6,Mace Tyrell,3,40
S6E6,Margaery Tyrell,8,217
S6E6,Meera Reed,3,12
S6E6,Melessa Tarly,12,125
S6E6,Olenna Tyrell,1,6
S6E6,Randyll Tarly,9,309
S6E6,Samwell Tarly,32,379
S6E6,Talla Tarly,3,79
S6E6,The Waif,2,6
S6E6,Tommen Baratheon,16,202
S6E6,Tyrell Captain,4,11
S6E6,Walder Frey,7,232
S6E7,Arya Stark,4,25
S6E7,Black Walder Rivers,5,55
S6E7,Bronn,10,120
S6E7,Brother Ray,25,678
S6E7,Brynden Tully,10,152
S6E7,Cersei Lannister,6,79
S6E7,Davos Seaworth,14,320
S6E7,Dim Dalba,2,88
S6E7,High Sparrow,9,210
S6E7,Jaime Lannister,21,291
S6E7,Jon Snow,21,330
S6E7,Lannister Soldier #1,1,6
S6E7,Lannister Soldier #2,1,3
S6E7,Lem Lemoncloak,5,31
S6E7,Lothar Frey,4,41
S6E7,Lyanna Mormont,14,199
S6E7,Margaery Tyrell,22,216
S6E7,Northman Rioter,1,5
S6E7,Olenna Tyrell,18,317
S6E7,Robett Glover,8,197
S6E7,Sandor Clegane,16,130
S6E7,Sansa Stark,8,126
S6E7,The Waif's Disguise,1,2
S6E7,Theon Greyjoy,7,42
S6E7,Tormund Giantsbane,3,97
S6E7,Villager Man #1,1,7
S6E7,Villager Man #2,1,2
S6E7,Villager Man #3,1,3
S6E7,Westerosi Trader,4,51
S6E7,Wildling Rioter,1,6
S6E7,Wun Wun,1,1
S6E7,Yara Greyjoy,7,239
S6E8,Arya Stark,15,106
S6E8,Beric Dondarrion,11,145
S6E8,Black Walder Rivers,1,10
S6E8,Bobono,2,30
S6E8,Brienne of Tarth,30,353
S6E8,Bronn,8,181
S6E8,Brynden Tully,16,296
S6E8,Cersei Lannister,11,106
S6E8,Edmure Tully,15,245
S6E8,Gatins,6,75
S6E8,Grey Worm,12,120
S6E8,Izembaro,1,29
S6E8,Jaime Lannister,31,618
S6E8,Jaqen H'ghar,1,15
S6E8,Kevan Lannister,3,34
S6E8,King's Landing Crowd,1,2
S6E8,Lady Crane,13,271
S6E8,Lancel Lannister,5,67
S6E8,Lannister Soldier,3,17
S6E8,Lem Lemoncloak,1,6
S6E8,Lord Varys,6,91
S6E8,Missandei,12,95
S6E8,Morgan,4,24
S6E8,Podrick Payne,10,45
S6E8,Qyburn,5,50
S6E8,Red Priestess,1,53
S6E8,Riddell,1,3
S6E8,Sandor Clegane,21,213
S6E8,Stagehand,1,3
S6E8,Steve,2,16
S6E8,The Waif,1,67
S6E8,Thoros Of Myr,8,68
S6E8,Tommen Baratheon,1,145
S6E8,Tully Guard,1,2
S6E8,Tully Guard Captain,9,67
S6E8,Tyrion Lannister,28,362
S6E9,Belicho Paenymion,1,2
S6E9,Bolton General,1,3
S6E9,Bolton Soldier #1,3,4
S6E9,Bolton Soldier #2,3,3
S6E9,Bolton Soldier #3,2,2
S6E9,Bolton Soldier #4,3,5
S6E9,Bolton Soldier #5,1,2
S6E9,Bolton Soldier #6,2,7
S6E9,Bolton Soldier #7,1,4
S6E9,Bolton Soldiers,2,4
S6E9,Daenerys Targaryen,18,241
S6E9,Davos Seaworth,16,210
S6E9,Grey Worm,1,23
S6E9,Harald Karstark,1,2
S6E9,Jon Snow,31,357
S6E9,Melisandre,8,96
S6E9,Missandei,1,14
S6E9,Ramsay Snow,19,379
S6E9,Razdal Mo Eraz,4,72
