sourceId,targetId
ab10976fe20ee8c91b959151e85d3375,170d03aa1b520e10d7259809450bf901
ab10976fe20ee8c91b959151e85d3375,9cba8ad1c89a8ca373a1f9a7da34dbca
ab10976fe20ee8c91b959151e85d3375,a64162b0c4ab160f3f62bc16cf971413
ab10976fe20ee8c91b959151e85d3375,3c25b01b256d8aaad963154d9c4fcb87
6289eccba951b3ff9ffaed96301b442a,a63b4597a4788abc7613c32e106de2d2
6289eccba951b3ff9ffaed96301b442a,daabca48030544f718b9b5e0f0a3e0fa
6289eccba951b3ff9ffaed96301b442a,606d5c7e6e0417631624ffa63537fb86
6289eccba951b3ff9ffaed96301b442a,71427de1ac4dbccd6d5413a50d49ed2f
66210f54690d6220c1402eeb7c5b4e98,1bff4229b340f22297cb3070987dac6a
66210f54690d6220c1402eeb7c5b4e98,e13d7327344fa347c014dc6dca2b4c49
c56261296be41ceb0620a9c49b150a80,1bff4229b340f22297cb3070987dac6a
c56261296be41ceb0620a9c49b150a80,8c1eebe22f4f0827c8b084cfcf3ef324
c56261296be41ceb0620a9c49b150a80,5092015d7f00f6b1664f3658ded0e5b1
c56261296be41ceb0620a9c49b150a80,b42e0f7b929d92bec2df326daa624fcb
c56261296be41ceb0620a9c49b150a80,50adfef4acdcc356d9ba6434bdb5b311
c56261296be41ceb0620a9c49b150a80,4c34ddac786f10624786dde124fc92ad
c56261296be41ceb0620a9c49b150a80,9f35955c9797a30acfe19c6c6cfdf374
e169ddddf9ab1828a0f1bbd059b5bc89,dc3a042397e771b669a87e610f4952f0
e169ddddf9ab1828a0f1bbd059b5bc89,986beafeaed2ea4f272da6281a3a4398
e169ddddf9ab1828a0f1bbd059b5bc89,50adfef4acdcc356d9ba6434bdb5b311
e169ddddf9ab1828a0f1bbd059b5bc89,5eeb33390b91840977c3472ae40bd3db
3493c1eacb4fb75da94cdd1e319ee302,d923249f44c5849d353638c360c3e095
3493c1eacb4fb75da94cdd1e319ee302,68f7f3c210a68931f64c9d3843f97ce7
3493c1eacb4fb75da94cdd1e319ee302,4253fcc15e6d7e1f4f3d4a1909680397
19ec54c126c7400be1f0b0296c5f9cad,a64162b0c4ab160f3f62bc16cf971413
19ec54c126c7400be1f0b0296c5f9cad,daabca48030544f718b9b5e0f0a3e0fa
19ec54c126c7400be1f0b0296c5f9cad,170d03aa1b520e10d7259809450bf901
19ec54c126c7400be1f0b0296c5f9cad,1bff4229b340f22297cb3070987dac6a
83dd1ddc128f4328ccd807ae5c2ddbbd,9cba8ad1c89a8ca373a1f9a7da34dbca
83dd1ddc128f4328ccd807ae5c2ddbbd,4db46cc61668526b126e2a5f522f752a
c5d2ae08b7f17b6fbe26a29284eb9d38,9cba8ad1c89a8ca373a1f9a7da34dbca
57ae4fc9126a9d9af7c58473303237aa,b19d360bf43f49f2887aa5d96f89ddd3
444406729413ec6e83b82c6fc497078d,1bff4229b340f22297cb3070987dac6a
444406729413ec6e83b82c6fc497078d,475d23c84338c76711ffd1d55f0e4ca0
444406729413ec6e83b82c6fc497078d,ffa316932f0974729c10a60f259b7d90
f604718eb46110cbe0d048e2e9624425,cfcad2617928ebf59185baf73b7ea7fc
f604718eb46110cbe0d048e2e9624425,c663caa9d12ebce7a5206afa0d9f2765
784734b41aa08319cdda8f75e59ac356,1222d378b4bcc062c20b0dc24af713c0
afdf695e7b9838dbecd4b7eb6740b1d9,e91e7c53823a6fadb14eae0c4954364f
afdf695e7b9838dbecd4b7eb6740b1d9,4db46cc61668526b126e2a5f522f752a
afdf695e7b9838dbecd4b7eb6740b1d9,388f10c01b056d9517d708b0be9e9d94
afdf695e7b9838dbecd4b7eb6740b1d9,1bff4229b340f22297cb3070987dac6a
4f43e89fce4283fffa0a6e2de4c8dfa1,05b0ad3d3a3ac74fa5c946ca0c00cc08
4f43e89fce4283fffa0a6e2de4c8dfa1,388f10c01b056d9517d708b0be9e9d94
4f43e89fce4283fffa0a6e2de4c8dfa1,7993d4a0fc653cf78e791dfc6dc556f0
4f43e89fce4283fffa0a6e2de4c8dfa1,016813ce15e9564c7a6b2d4be71a9dc5
4f43e89fce4283fffa0a6e2de4c8dfa1,f054f64a4b0cae70607aed66485c0611
dda80b3eddcc9b12a4dc0e0e82aa43ba,388f10c01b056d9517d708b0be9e9d94
dda80b3eddcc9b12a4dc0e0e82aa43ba,05b0ad3d3a3ac74fa5c946ca0c00cc08
dda80b3eddcc9b12a4dc0e0e82aa43ba,f054f64a4b0cae70607aed66485c0611
921f071c9865afc95d245388917cb560,317945b90b34c8c7fa6f790ca5b1506a
921f071c9865afc95d245388917cb560,388f10c01b056d9517d708b0be9e9d94
d655a5c8eb129f0dabccc80c67c815a6,1222d378b4bcc062c20b0dc24af713c0
d655a5c8eb129f0dabccc80c67c815a6,fa3a07fd32a3640e8900b7d160960d33
d655a5c8eb129f0dabccc80c67c815a6,297b90c818e7062f86204d8be38323a8
d655a5c8eb129f0dabccc80c67c815a6,3eebc8f56302010121f177eda927757d
d655a5c8eb129f0dabccc80c67c815a6,7993d4a0fc653cf78e791dfc6dc556f0
d655a5c8eb129f0dabccc80c67c815a6,388f10c01b056d9517d708b0be9e9d94
d655a5c8eb129f0dabccc80c67c815a6,e3f43dafd7d93eaa9f9550f4762bd067
d655a5c8eb129f0dabccc80c67c815a6,4db46cc61668526b126e2a5f522f752a